MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,7800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,One_Story,Good,1966,2008,Hip,CompShg,HdBoard,HdBoard,BrkFace,47,Typical,CBlock,Typical,Mn,BLQ,2,Rec,474,150,864,GasA,Excellent,Y,SBrkr,892,0,892,1,0,1,0,3,1,5,Typ,0,Detchd,Unf,1,416,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,137900,-93.677992,42.029924
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,7832,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,One_Story,Average,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0,Typical,CBlock,Typical,No,GLQ,3,Unf,0,89,864,GasA,Excellent,Y,SBrkr,864,0,864,1,0,1,0,2,1,4,Typ,0,Detchd,Unf,1,280,Typical,Paved,226,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2010,WD ,Normal,137250,-93.676674,42.030519
Two_Story_1946_and_Newer,Residential_Low_Density,0,11616,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,OneFam,Two_Story,Average,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328,Typical,CBlock,Typical,Mn,Rec,6,Unf,0,234,672,GasA,Typical,Y,SBrkr,672,714,1386,0,0,2,1,3,1,6,Typ,1,Attchd,Fin,2,440,Typical,Paved,335,0,0,0,0,0,No_Pool,Good_Privacy,None,0,4,2010,WD ,Abnorml,158900,-93.672523,42.03128
Two_Story_1946_and_Newer,Residential_Low_Density,80,14000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Mod,Clear_Creek,Norm,Norm,OneFam,Two_Story,Average,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,105,1306,GasA,Excellent,Y,SBrkr,1306,954,2260,1,0,2,1,3,1,7,Typ,0,Attchd,RFn,2,533,Typical,Paved,296,44,0,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,328000,-93.670503,42.030082
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,One_Story,Good,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0,Typical,CBlock,Typical,No,BLQ,2,Unf,0,625,1067,GasA,Typical,Y,SBrkr,1067,0,1067,0,0,2,0,2,1,4,Min2,0,Attchd,Unf,2,436,Typical,Paved,290,0,0,0,0,0,No_Pool,No_Fence,None,0,2,2010,WD ,Normal,128000,-93.668378,42.032164
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,11479,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Good,1950,1987,Gable,CompShg,Wd Sdng,Plywood,None,0,Typical,CBlock,Typical,No,GLQ,3,Rec,387,172,663,GasA,Excellent,Y,SBrkr,1074,0,1074,1,0,1,0,3,1,6,Typ,1,Attchd,Unf,1,467,Typical,Paved,0,52,52,0,0,0,No_Pool,Minimum_Privacy,None,0,6,2010,WD ,Normal,144500,-93.663570000000007,42.026533
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,68,9571,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Above_Average,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,CBlock,Typical,Av,BLQ,2,Unf,0,405,1144,GasA,Typical,Y,SBrkr,1144,0,1144,1,0,1,0,3,1,6,Typ,0,Attchd,Unf,1,596,Typical,Paved,44,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,129000,-93.667708,42.024208
Two_Story_1946_and_Newer,Residential_Low_Density,77,9206,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Average,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336,Typical,CBlock,Typical,No,Unf,7,Unf,0,741,741,GasA,Typical,Y,SBrkr,977,755,1732,0,0,2,1,3,1,7,Typ,1,Attchd,Fin,2,476,Typical,Paved,192,46,0,0,0,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,178000,-93.685001,42.03374
Split_Foyer,Residential_Low_Density,73,9069,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,SFoyer,Above_Average,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,PConc,Typical,Av,GLQ,3,Unf,0,189,936,GasA,Excellent,Y,SBrkr,996,0,996,1,0,1,0,2,1,5,Typ,0,Attchd,Unf,2,564,Typical,Paved,120,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,147000,-93.68015679999999,42.0311198
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10389,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2003,2003,Hip,CompShg,CemntBd,CmentBd,BrkFace,320,Typical,PConc,Typical,No,GLQ,3,Unf,0,296,1978,GasA,Excellent,Y,SBrkr,1978,0,1978,1,0,2,1,3,1,8,Typ,1,Attchd,RFn,3,850,Typical,Paved,188,25,0,0,0,0,No_Pool,No_Fence,None,0,5,2010,WD ,Normal,318000,-93.687859,42.018662
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,11423,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479,Typical,PConc,Typical,Av,GLQ,3,Unf,0,223,1581,GasA,Excellent,Y,SBrkr,1601,0,1601,1,0,2,0,3,1,6,Typ,1,Attchd,RFn,2,670,Typical,Paved,180,0,0,0,0,0,No_Pool,Minimum_Privacy,Shed,2000,5,2010,WD ,Normal,272000,-93.68552299999999,42.01906899999999
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,8773,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98,Typical,PConc,Typical,Av,GLQ,3,Unf,0,1390,1414,GasA,Excellent,Y,SBrkr,1414,0,1414,0,0,2,0,3,1,6,Typ,0,Attchd,RFn,2,494,Typical,Paved,132,105,0,0,0,0,No_Pool,No_Fence,None,0,5,2010,WD ,Normal,185500,-93.685961,42.014023
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,89,11792,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Average,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,744,744,GasA,Excellent,N,FuseF,792,328,1120,0,0,1,0,2,1,5,Typ,0,Detchd,Unf,2,480,Fair,Partial_Pavement,0,0,0,0,160,0,No_Pool,No_Fence,None,0,6,2010,WD ,Abnorml,64000,-93.676372,42.021163
Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,60,12180,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwoFmCon,One_and_Half_Fin,Below_Average,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Fair,BrkTil,Typical,No,BLQ,2,Unf,0,324,672,Grav,Fair,N,FuseA,672,252,924,1,0,1,0,2,1,5,Typ,0,Detchd,Unf,1,280,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2010,WD ,Normal,80000,-93.660168,42.021583
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,68,8562,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,OneFam,One_Story,Above_Average,1957,2002,Hip,CompShg,HdBoard,HdBoard,Stone,145,Typical,CBlock,Typical,Av,Rec,6,Unf,0,833,1216,GasA,Excellent,Y,FuseA,1526,0,1526,0,0,1,0,4,1,7,Min2,1,Basment,Unf,1,364,Typical,Paved,116,78,0,0,0,0,No_Pool,No_Fence,None,0,5,2010,WD ,Normal,144500,-93.661944,42.017726
One_Story_1945_and_Older,Residential_Low_Density,67,4853,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,South_and_West_of_Iowa_State_University,Artery,Norm,OneFam,One_Story,Above_Average,1924,1999,Gable,CompShg,MetalSd,VinylSd,BrkFace,203,Typical,BrkTil,Typical,Mn,Rec,6,Unf,0,974,1107,GasA,Fair,N,FuseA,1296,0,1296,0,0,2,0,2,1,5,Typ,1,Detchd,Unf,1,260,Typical,Paved,0,0,36,0,0,0,No_Pool,Minimum_Privacy,None,0,5,2010,WD ,Normal,104000,-93.655762,42.022674
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,50,5000,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0,Typical,BrkTil,Typical,No,LwQ,4,Unf,0,808,1026,GasA,Typical,Y,SBrkr,1026,665,1691,0,0,2,0,3,1,6,Typ,1,Detchd,Unf,1,308,Typical,Paved,0,0,242,0,0,0,No_Pool,No_Fence,None,0,5,2010,WD ,Normal,127000,-93.650321,42.017737
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,50,9638,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,South_and_West_of_Iowa_State_University,Feedr,Norm,OneFam,One_and_Half_Fin,Good,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,804,804,GasA,Excellent,Y,SBrkr,1699,748,2447,0,0,2,0,4,1,10,Min2,1,Detchd,Unf,1,336,Typical,Paved,272,0,42,0,116,0,No_Pool,No_Fence,None,0,3,2010,WD ,Normal,169000,-93.646683,42.019093
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,40,5436,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_and_Half_Fin,Very_Good,1922,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Good,BrkTil,Typical,No,BLQ,2,Unf,0,61,796,GasA,Good,Y,SBrkr,796,358,1154,1,0,1,0,3,1,7,Typ,0,Detchd,Unf,1,240,Typical,Dirt_Gravel,0,96,0,0,0,0,No_Pool,Minimum_Privacy,None,0,5,2010,WD ,Normal,125500,-93.625291,42.022772
Split_or_Multilevel,Residential_Low_Density,0,12328,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,SLvl,Average,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335,Typical,CBlock,Typical,Av,GLQ,3,Unf,0,473,1012,GasA,Typical,Y,SBrkr,1034,0,1034,1,0,1,0,3,1,6,Typ,0,Attchd,Unf,3,888,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2010,WD ,Normal,169900,-93.600797,41.994784
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,73,9803,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Average,2009,2010,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,1214,1214,GasA,Excellent,Y,SBrkr,1214,0,1214,0,0,2,0,2,1,6,Typ,0,Attchd,RFn,2,520,Typical,Paved,0,25,0,0,0,0,No_Pool,No_Fence,None,0,1,2010,New,Partial,179781,-93.649201,41.995278
Two_Story_1946_and_Newer,Residential_Low_Density,85,14191,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,Two_Story,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,967,967,GasA,Excellent,Y,SBrkr,993,915,1908,0,0,2,1,4,1,9,Typ,0,Attchd,Fin,2,431,Typical,Paved,135,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,202900,-93.646814,41.99435
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,36,2592,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,TwnhsE,Two_Story,Fair,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,CBlock,Typical,No,Rec,6,BLQ,232,175,536,GasA,Typical,Y,SBrkr,536,576,1112,0,0,1,1,3,1,4,Typ,0,Attchd,Unf,1,336,Typical,Paved,182,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,85000,-93.604425,41.991876
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,50,6953,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Good,1971,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Good,CBlock,Typical,No,ALQ,1,Unf,0,395,864,GasA,Excellent,Y,SBrkr,874,0,874,0,0,1,0,3,1,5,Typ,0,Detchd,Unf,1,352,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2010,ConLD,Normal,130000,-93.601449,41.991558
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,68,10544,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Mod,Mitchell,Norm,Norm,OneFam,One_and_Half_Fin,Average,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,CBlock,Typical,Av,BLQ,2,Unf,0,388,864,GasA,Typical,Y,SBrkr,864,615,1479,0,0,2,0,5,1,8,Typ,0,Attchd,Fin,1,275,Typical,Paved,287,0,280,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,161000,-93.599791,41.9913
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,10200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,440,Typical,CBlock,Typical,No,LwQ,4,Unf,0,590,1434,GasA,Typical,Y,SBrkr,1434,0,1434,1,0,2,0,4,1,7,Typ,1,Attchd,RFn,2,528,Typical,Paved,80,21,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,157000,-93.619562,42.05139
Split_or_Multilevel,Residential_Low_Density,57,8923,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,SLvl,Average,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,195,384,GasA,Good,Y,SBrkr,751,631,1382,0,0,2,1,3,1,7,Typ,1,BuiltIn,Fin,2,396,Typical,Paved,256,0,0,0,0,0,No_Pool,No_Fence,None,0,2,2009,WD ,Normal,177500,-93.63921,42.059283
Two_Story_1946_and_Newer,Residential_Low_Density,60,7500,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Average,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,476,952,GasA,Good,Y,SBrkr,952,684,1636,1,0,2,1,3,1,7,Typ,1,Attchd,Fin,2,440,Typical,Paved,0,84,0,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,191000,-93.639069,42.059161
Two_Story_1946_and_Newer,Residential_Low_Density,0,9765,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Very_Good,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68,Good,PConc,Good,No,ALQ,1,Unf,0,370,680,GasA,Good,Y,SBrkr,680,790,1470,0,0,2,1,3,1,6,Typ,1,BuiltIn,Fin,2,420,Typical,Paved,232,63,0,0,0,0,No_Pool,No_Fence,Shed,480,4,2009,WD ,Normal,185000,-93.637046,42.058059
Two_Story_1946_and_Newer,Residential_Low_Density,0,8803,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Average,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,107,707,GasA,Good,Y,SBrkr,707,809,1516,1,0,2,1,3,1,7,Typ,1,Attchd,Fin,2,409,Typical,Paved,0,46,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,181316,-93.637671,42.059645
Two_Story_1946_and_Newer,Residential_Low_Density,65,8125,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Average,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,702,702,GasA,Good,Y,SBrkr,702,779,1481,0,0,2,1,3,1,6,Typ,1,Attchd,Fin,2,343,Typical,Paved,0,36,0,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,174000,-93.636822,42.058173
Two_Story_1946_and_Newer,Residential_Low_Density,0,10762,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Average,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,344,Typical,PConc,Typical,No,GLQ,3,Unf,0,284,978,GasA,Excellent,Y,SBrkr,1005,978,1983,0,0,2,1,3,1,9,Typ,1,Attchd,Fin,2,490,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,225000,-93.639325,42.058201
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,48,17043,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Average,1979,1998,Gable,CompShg,HdBoard,HdBoard,None,0,Good,CBlock,Fair,No,Unf,7,Unf,0,1362,1362,GasA,Typical,Y,SBrkr,1586,0,1586,0,0,2,0,3,1,7,Typ,1,Attchd,Unf,2,435,Typical,Paved,192,0,0,0,0,0,No_Pool,No_Fence,None,0,1,2009,WD ,Normal,181000,-93.636512,42.055408
Two_Story_1946_and_Newer,Residential_Low_Density,0,13250,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,RRNn,Norm,OneFam,Two_Story,Above_Average,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,256,Typical,CBlock,Typical,No,Unf,7,Unf,0,832,832,GasA,Typical,Y,SBrkr,1154,896,2050,0,0,2,1,4,1,8,Typ,1,Attchd,RFn,2,529,Typical,Paved,192,192,0,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Abnorml,154000,-93.637774,42.05184
Two_Story_1946_and_Newer,Residential_Low_Density,0,12388,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Good,1980,1991,Gable,CompShg,Plywood,Plywood,BrkFace,229,Typical,CBlock,Typical,No,ALQ,1,Unf,0,441,1043,GasA,Typical,Y,SBrkr,1539,1134,2673,0,0,2,1,4,1,9,Typ,1,BuiltIn,RFn,2,441,Typical,Paved,178,84,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,249000,-93.638366,42.052102
Two_Story_1946_and_Newer,Floating_Village_Residential,0,7500,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,RRNn,Norm,OneFam,Two_Story,Average,2000,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,1058,1058,GasA,Excellent,Y,SBrkr,1058,816,1874,0,0,2,1,3,1,7,Typ,1,Attchd,Fin,2,588,Typical,Paved,0,134,0,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,220000,-93.63923079999999,42.0503771
Two_Story_1946_and_Newer,Floating_Village_Residential,0,8470,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Somerset,Norm,Norm,OneFam,Two_Story,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,ALQ,276,471,972,GasA,Excellent,Y,SBrkr,972,839,1811,0,0,2,1,3,1,7,Typ,1,Attchd,RFn,2,565,Typical,Paved,225,48,0,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,235000,-93.639366,42.049406
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,78,10140,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Average,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174,Typical,CBlock,Typical,No,Unf,7,Unf,0,1064,1064,GasA,Typical,Y,SBrkr,1350,0,1350,0,0,2,0,3,1,7,Typ,1,Attchd,RFn,2,478,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,8,2009,WD ,Normal,165000,-93.63143199999999,42.05267000000001
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,7038,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,138,864,GasA,Typical,Y,SBrkr,864,0,864,1,0,1,0,3,1,5,Typ,0,Detchd,Unf,2,576,Typical,Paved,210,0,0,0,0,0,No_Pool,Good_Privacy,None,0,9,2009,WD ,Abnorml,76500,-93.627037,42.05337
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,8120,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Good,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0,Good,CBlock,Typical,No,ALQ,1,Unf,0,673,864,GasA,Excellent,Y,SBrkr,864,0,864,0,0,1,0,3,1,5,Typ,0,Detchd,Unf,2,463,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,124500,-93.625542,42.053307
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,9000,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Good,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Good,CBlock,Typical,No,ALQ,1,Unf,0,624,864,GasA,Good,Y,SBrkr,864,0,864,0,0,1,0,3,1,5,Typ,0,Detchd,Unf,2,576,Typical,Paved,200,0,0,0,0,0,No_Pool,Good_Wood,None,0,7,2009,WD ,Normal,130000,-93.6223289,42.056461
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1680,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Average,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,504,Typical,CBlock,Typical,No,BLQ,2,Unf,0,229,483,GasA,Typical,Y,SBrkr,483,504,987,1,0,1,1,2,1,5,Typ,0,Detchd,Unf,1,264,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,111000,-93.62739599999999,42.052758
Two_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2308,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,Northpark_Villa,Norm,Norm,TwnhsE,Two_Story,Average,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,498,804,GasA,Typical,Y,SBrkr,804,744,1548,0,0,2,1,3,1,7,Typ,1,Detchd,RFn,2,440,Typical,Paved,108,0,0,0,0,0,No_Pool,No_Fence,None,0,9,2009,WD ,Normal,146000,-93.624729,42.050705
Two_Story_1946_and_Newer,Residential_Low_Density,110,14257,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,PosN,Norm,OneFam,Two_Story,Average,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,726,Typical,PConc,Typical,No,GLQ,3,Unf,0,416,1776,GasA,Excellent,Y,SBrkr,1794,978,2772,1,0,3,1,4,1,10,Typ,3,BuiltIn,Fin,3,754,Typical,Paved,135,64,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,462000,-93.65627490000001,42.063304
Two_Story_1946_and_Newer,Residential_Low_Density,104,13518,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860,Typical,PConc,Typical,No,Unf,7,Unf,0,1926,1926,GasA,Excellent,Y,SBrkr,1966,1174,3140,0,0,3,1,4,1,11,Typ,2,BuiltIn,Fin,3,820,Typical,Paved,144,78,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,New,Partial,485000,-93.652716,42.063025
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,98,12704,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,306,Typical,PConc,Typical,No,Unf,7,Unf,0,2042,2042,GasA,Excellent,Y,SBrkr,2042,0,2042,0,0,2,1,3,1,8,Typ,1,Attchd,RFn,3,1390,Typical,Paved,0,90,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,New,Partial,253293,-93.654144,42.062992
